No,message,score,socre2
3435,关于国有土地使用费本就应该公开收费文件 我的家在内蒙古呼伦贝尔莫旗额尔和乡平阳村，我们村今天打电话说收费，人口外每亩地25元使用费。我问有没有收费文件，村会计回复没有！现在村里办事还是口口相传。现在老百姓也都是看得懂文件的，收费可以，但公开收费文件总是可以的吧。村里好多事，什么事都是一说，都没有公开过。,5.5,7
3436,留民营回村 周书记你好 在房东的帮助下，在村委会领导的支持下，留民营村已经为我办理了出入证！留民营村委是我碰到的办事效率高，公正廉洁，的好干部！我们房东也是待我如亲人一直帮助我，虽然是租住的房子但是让我有一种回家的感觉！我想对帮助我的村委，以及房东说声谢谢！,1,4
3437,投诉南宁市长虹路万科城北区夜间施工扰民！ 南宁市万科城北区工地从春节返工后到现在一直都是半夜施工到通宵，严重扰民，多次打电话投诉都没有处理！请领导要求其停止夜间扰民施工！,7,6
3438,医疗废物 尊敬的领导，你好 白云区大山洞村第二卫生室把医疗废物摆在楼梯拐弯处，严重影响人们的生活健康，既然是医疗垃圾，就应该有专门的摆放位置。加之现在是疫情期，更应该注意不能摆在公共场合，每天路过楼梯的时候，就有一股药物的味道，无疑是给病毒的传播加快了步伐。 真诚恳请领导在百忙之中帮忙处理一下此事，给老百姓一个安全健康的生活环境，谢谢,7,3
3439,请杨书记给我们做主 杨书记您好！我是颍上县望河不夜城的一名业主，2017年在望河不夜城c区2号楼买了一套房子到目前为止还没有拿到房子。已经逾期现在房子才建一半将近一年才建三层基本没有工人施工拿房遥遥无期。请书记为我们做主。,6,4
3440,1995年的宅基地没有处理 汕头市金平区鮀莲街道玉井居委1995年本来要发的宅基地，不知道什么原因一直没有发发下来，现在村里大部分家庭都有当年未发的宅基地，这个问题怎么解决？,5,4.5
3441,鲸鱼英语改革不退费 柔持（北京）科技有限公司所开英语培训机构鲸鱼，由于改革取消原有课程，所以申请退费，但是企业迟迟不退费且未给出退款期限，要求企业退还培训费用。,6,5
3442,融创观玺台底商油烟，噪音扰民 施书记，您好。我是青羊区融创观玺台业主，小区至2019年入住一来，小区底商中涉及重商业，如烧烤，火锅，夜啤酒等从原来的1-2家，发展到现在的十几家，且还在不断开新店，当初买房时，购房协议中明确要求底商为轻商业，但是现在的烧烤火锅不但油烟严重，半夜还占道经营，噪音扰民。之前业主页投诉过，但商家不减反增，且规模也越来越大。国家明令禁止底商经营此类项目，更甚的是商家还打通关系，新建并开通了本不该存在于底商的单独天然气管道，业主们多次找到黄田坝街道，小区物业投诉，都以各种理由推诿扯皮，迟迟不见任何整改动作，只强调他们的难处，不秉公执法，不考虑业主的难处。请施书记，各位领导，重视并落实我们的诉求，责令整改各重商业商家，严格执行法律法规，油烟完整改，并按规定合格排放，占道经营要遵守时间限制和地点限制。,7,4
3443,居民楼修理下水管 领导你好我知道领导你一天为长春市的发展建设很忙为了这点小事麻烦领导你了事情是这样的我是双阳区广播局家属楼居民修理下水管线有一户人家不给修理下水管线钱这户人叫刘江系石头口门水库一把社区领导都出来帮忙解决不了希望经管在百忙之中帮忙过问一下在此我代表全体居民谢谢领呢你了,4,5.5
3444,倚山嘉园小区的外墙面到地何时能修葺 倚山嘉园外墙面破损不堪，每次刮大风天气，都心惊胆颤的。严重影响小区群众生命财产安全。能不能尽快修葺？,6,6
3445,至今供暖未注水 在水一方B区东区有15幢楼，部分己供暖三、四天，部分仍然冰冷。华电供热电话打了半个多小时，终于打通，回复反馈给维修部门，至今未见。我们只好自已先查一下，令人吃惊的是，供热公司居然还未注水！是疏忽吗？,6,6
3446,身份证办理 我家小孩是浙江户籍，现在要在屯溪区办理身份证，需要携带什么材料。,1,5
3447,长江瑞景5号楼1单元安全通道被堵死 6月4号伍家区住建局，大公桥街道，城管，力行街社区均到现场查看情况，证实陆琴脚艺确实将我们单元安全通道堵死，并要求商铺进行整改将所有设备搬走，如不搬走，陆琴脚艺就不能开门营业，之后又联系了消防部门，消防部门也是说商铺不将这些设备搬走，就不会给商铺办理公众聚集场所投入使用，营业前消防安全检查合格证，各部门都说如果没有这个合格证，商铺就办不了营业执照，那么他就绝对不能开业，但是今天商铺开门营业了！经过我们长期投诉，各部门均到现场查看了情况，并要求其整改搬走，并一再保证如果不搬走，陆琴脚艺就不能开门营业，但是今天7月25日，该商铺开门营业了，堵死我们单元安全通道的一排设备依旧在那里，请问到底有哪个部门能真正管管这个事情？,7,8
3448,宝塔区丰泽园小区供暖温度不足 全市集中供暖以来，丰泽园小区所谓“低区”1至7号楼的低层1-9层，供暖进水温度一直在40度左右徘徊，室内温度仅仅只有15度；低层居住者多数为孩子和老人，由于家中温度低，好多都感冒了，疫情期间，药也不好买，怨声载道；居民联合数次找供热公司协调无果，希望市领导能够认真调查予以解决，让群众温暖过冬，保障民生。,7,4.5
3449,永城市教育学院家属院师风苑小区积水多无法通行 尊敬的中华书记:首先感谢您对这个小区的重视，去年反应我们小区积水严重的问题，您的确派工作人员到小区里面查看，也进行了回复。现在天又下起大雨，小区积水严重，严重影响了老师和孩子的通行，因为这个小区住的几乎都是老教师，老教授，很多领导都是他们的学生。希望中华书记能再次重视这个小区积水严重的问题，并能解决这个问题，让这些老教授有一个安逸的生活环境。他们都是为永城发展直接或间接做过贡献的一群人，请关心他们！谢谢中华书记，希望没有打扰到您的工作！谢谢！,5,4.5
3450,宝华与仙林断头路 宝华镇目前居住着很多在南京工作的年轻人，每天只能依靠着为数不多的公共交通往返于地铁站，费时又费力，生活极为不便。希望领导考虑适时加快打通宝华镇与仙林地区之间的断头路，如牡丹西路等！希望领导多为宝华镇的基本出行谋划！,6,4.5
3451,投诉 尊敬的市长: 您好！ 我是福利路工行家属院的一名学生，在三道巷对面京华超市右边有一个啤酒摊，每天晚上都有人在那里划拳，早一点也就不说啥了，每天都要在一两点开始，严重影响我的学习环境还有每天的睡眠，导致我去上课没有一点精神，多次向公安部门投诉，根本没有用，好几次了还是没用！所以希望市长可以帮我解决一下这个问题！实在是受不了了！谢谢！,7,4
3452,投诉南京扬子江金茂悦开发商 扬子江金茂悦公众号等宣传旗下悦系楼盘具有除霾新风系统，但2020年开盘销售的C6区域300多套房却没有，宣传与实际不符，虚假宣传，我们300多户业主的集体投诉得到的却是各部分的搪塞敷衍。,6.5,5.5
3453,市北区万科未来城承诺的学校请给我 我是市北区四流南路66甲万科未来城的一位业主，也是一个着急等待上学的孩子家长。我们2018年买的房子，当时买房时看到旁边E/F地块自2016年预计规划了12个班幼儿园，48个班小学。自我们入住以来，学校及幼儿园一直未见动工，我们业主多方反应，通过不同途径表达诉求，却得到各个部门相互推拖，一直未能给我们一个明确土壤修复及学校开建的准信及具体负责单位及负责人。买房子冲着学校来的，孩子马上上学请问孩子的学校什么时候有！,7,5
3454,申请为和义西里老楼加装电梯 看到最近政府关于老旧小区加装电梯的新政策“一户申请就启动”“达到比例就确认”“协商一致就开工”，丰台区其他街道都有加装成功案例，目前和义街道还未动作，特申请为和义西里三区19号楼3单元加装电梯，望街道或居委会能协助对居民意愿、加装点位等情况进行摸排，做好后续加装所涉居民的工作，为群众做实事切实解决高层居民上下楼难问题。万分谢谢。,4,4.5
